degree,Cluster Subject 1,Cluster Subject 2,Cluster Subject 3,Cluster Subject 4,Subject 1 Requirement,Subject 2 Requirement,Institution,Programme,id,course_id,program_code,institution_name,2015,2016,2017,2018,2019,2020,2021
BACHELOR OF SCIENCE (MICROBIOLOGY AND BIOTECHNOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (MICROBIOLOGY),1180,159,1263278,UNIVERSITY OF NAIROBI,40.132,33.122,29.047,25.175,28.438,30.978,25.558
BACHELOR OF SCIENCE (MOLECULAR & CELLULAR BIOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,KISII UNIVERSITY,BACHELOR OF SCIENCE (CELLULAR AND MOLECULAR BIOLOGY),1566,278,1111438,KENYATTA UNIVERSITY,39.549,27.48,,24.31,28.664,16.791,17.459
BACHELOR OF TECHNOLOGY (TECHNICAL AND APPLIED PHYSICS),MAT A,BIO,BIO,BIO,MAT A: C,PHY: C+,MACHAKOS UNIVERSITY,BACHELOR OF TECHNOLOGY (TECHNICAL AND APPLIED PHYSICS),1547,267,1112424,TECHNICAL UNIVERSITY OF KENYA,34.275,28.559,30.273,26.595,24.932,23.202,17.459
BACHELOR OF TECHNOLOGY (TECHNICAL AND APPLIED PHYSICS),MAT A,BIO,BIO,BIO,MAT A: C,PHY: C+,MACHAKOS UNIVERSITY,BACHELOR OF TECHNOLOGY (TECHNICAL AND APPLIED PHYSICS),1548,267,1170424,MACHAKOS UNIVERSITY,,,,24.43,25.2,16.791,17.459
BACHELOR OF SCIENCE IN MOLECULAR BIOLOGY AND FORENSIC TECHNOLOGY,MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF SCIENCE IN MOLECULAR BIOLOGY AND FORENSIC TECHNOLOGY,1567,279,1063439,TECHNICAL UNIVERSITY OF MOMBASA,31.181,22.222,33.895,28.173,28.352,16.791,17.459
BACHELOR OF SCIENCE (CELLULAR AND MOLECULAR BIOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,KISII UNIVERSITY,BACHELOR OF SCIENCE (CELLULAR AND MOLECULAR BIOLOGY),1565,278,1087438,KISII UNIVERSITY,36.894,24.743,,,26.214,16.791,17.459
BACHELOR OF SCIENCE IN BIOTECHNOLOGY AND BIOSAFETY,MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,KISII UNIVERSITY,BACHELOR OF SCIENCE (BIOTECHNOLOGY),1423,226,1114359,UNIVERSITY OF ELDORET,30.982,23.387,,25.095,28.389,16.791,17.459
BACHELOR OF SCIENCE IN MICROBIOLOGY,MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (MICROBIOLOGY),1182,160,1114279,UNIVERSITY OF ELDORET,35.841,25.124,,26.333,26.06,16.791,17.459
BACHELOR OF SCIENCE IN MICROBIOLOGY,MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (MICROBIOLOGY),1183,160,1244279,KARATINA UNIVERSITY,35.273,22.977,,27.137,24.198,16.791,17.459
BACHELOR OF SCIENCE IN MICROBIOLOGY,MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (MICROBIOLOGY),1184,160,1700279,BOMET UNIVERSITY COLLEGE,,,,,,16.791,
BACHELOR OF SCIENCE (BIOCHEMISTRY AND MOLECULAR BIOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN BIOCHEMISTRY,1563,277,1166437,SOUTH EASTERN KENYA UNIVERSITY,29.514,23.897,,30.014,29.487,16.791,17.459
BACHELOR OF SCIENCE (BIOCHEMISTRY AND MOLECULAR BIOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN BIOCHEMISTRY,1564,277,1249437,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,39.54,29.255,28.34,32.559,34.377,34.452,32.608
BACHELOR OF SCIENCE (BOTANY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (BOTANY, WITH IT)",1614,295,1073462,RONGO UNIVERSITY,,,,25.526,24.054,16.791,17.459
BACHELOR OF SCIENCE (BOTANY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (BOTANY, WITH IT)",1615,295,1096462,GARISSA UNIVERSITY,23.0,,,25.428,,,
BACHELOR OF SCIENCE (BOTANY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (BOTANY, WITH IT)",1616,295,1165462,MAASAI MARA UNIVERSITY,23.0,22.684,,,,,17.459
BACHELOR OF SCIENCE (BOTANY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (BOTANY, WITH IT)",1617,295,1240462,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,,,,,16.791,17.459
BACHELOR OF SCIENCE (BOTANY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (BOTANY, WITH IT)",1618,295,1249462,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,,,,35.699,,17.459
BACHELOR OF TECHNOLOGY (APPLIED BIOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF TECHNOLOGY (APPLIED BIOLOGY),1644,307,1112474,TECHNICAL UNIVERSITY OF KENYA,31.646,21.854,,29.374,34.819,16.791,17.459
"BACHELOR OF SCIENCE (BOTANY, WITH IT)",MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (BOTANY, WITH IT)",1619,295,1229462,MASENO UNIVERSITY,,,,23.871,35.193,16.791,
BACHELOR OF SCIENCE IN ZOOLOGY (GENOMIC SCIENCE),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (ZOOLOGY),1628,297,1249147,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,36.177,32.107,30.313,30.563,27.409,16.791,17.459
BACHELOR OF SCIENCE (ZOOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (ZOOLOGY),1622,297,1073464,RONGO UNIVERSITY,,,,24.7,27.0,16.791,17.459
BACHELOR OF SCIENCE (ZOOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (ZOOLOGY),1623,297,1096464,GARISSA UNIVERSITY,23.0,,,24.847,,,
BACHELOR OF SCIENCE (ZOOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (ZOOLOGY),1624,297,1117464,PWANI UNIVERSITY,23.0,22.576,,,,,
BACHELOR OF SCIENCE (ZOOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (ZOOLOGY),1625,297,1165464,MAASAI MARA UNIVERSITY,23.0,22.68,,,,,17.459
BACHELOR OF SCIENCE (ZOOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (ZOOLOGY),1626,297,1240464,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,,,,,16.791,17.459
BACHELOR OF SCIENCE (ZOOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (ZOOLOGY),1627,297,1249464,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,30.963,22.265,,25.495,29.89,16.791,17.459
BACHELOR OF SCIENCE IN  CHEMISTRY,MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN CHEMISTRY,1710,339,1105513,CHUKA UNIVERSITY,,,,22.907,23.213,16.791,17.459
BACHELOR OF SCIENCE IN  POLYMER CHEMISTRY,MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN CHEMISTRY,1711,339,1173513,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,,,,,24.212,16.791,17.459
BACHELOR OF SCIENCE (FORENSIC SCIENCE),MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE (FORENSIC SCIENCE),1849,385,1079568,KIRINYAGA UNIVERSITY,28.038,27.356,24.23,26.396,23.062,16.791,17.459
BACHELOR OF SCIENCE (FORENSIC SCIENCE),MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE (FORENSIC SCIENCE),1850,385,1111568,KENYATTA UNIVERSITY,42.294,38.41,36.603,37.674,38.364,36.895,34.516
BACHELOR OF SCIENCE IN CHEMISTRY,MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN CHEMISTRY,1709,339,1181513,"UNIVERSITY OF EASTERN AFRICA, BARATON",27.924,,,25.627,23.088,16.791,17.459
BACHELOR OF SCIENCE (APPLIED BIOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN BIOLOGY,1647,310,1077477,KENYA METHODIST UNIVERSITY,27.43,24.205,,,23.906,16.791,17.459
BACHELOR OF SCIENCE (APPLIED BIOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN BIOLOGY,1648,310,1249477,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,35.484,26.399,27.023,25.676,25.584,25.163,
BACHELOR OF SCIENCE (APPLIED BIOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN BIOLOGY,1649,310,1279477,MOUNT KENYA UNIVERSITY,,23.43,,27.411,24.014,16.791,17.459
BACHELOR OF SCIENCE (CHEMISTRY),MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN CHEMISTRY,1699,339,1073513,RONGO UNIVERSITY,23.0,26.655,,23.204,23.659,16.791,17.459
BACHELOR OF SCIENCE (CHEMISTRY),MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN CHEMISTRY,1700,339,1082513,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,28.656,23.576,25.504,25.779,23.607,16.791,17.459
BACHELOR OF SCIENCE (CHEMISTRY),MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN CHEMISTRY,1701,339,1096513,GARISSA UNIVERSITY,23.0,,,24.132,,,
BACHELOR OF SCIENCE (CHEMISTRY),MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN CHEMISTRY,1702,339,1108513,KIBABII UNIVERSITY,23.0,22.916,23.369,22.917,22.893,16.791,17.459
BACHELOR OF SCIENCE (CHEMISTRY),MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN CHEMISTRY,1703,339,1117513,PWANI UNIVERSITY,31.851,30.486,24.372,25.504,24.784,16.791,17.459
BACHELOR OF SCIENCE (CHEMISTRY),MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN CHEMISTRY,1704,339,1165513,MAASAI MARA UNIVERSITY,30.434,23.585,23.094,23.219,22.978,16.791,17.459
BACHELOR OF SCIENCE (CHEMISTRY),MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN CHEMISTRY,1705,339,1166513,SOUTH EASTERN KENYA UNIVERSITY,29.113,24.705,,23.165,24.912,,
BACHELOR OF SCIENCE (CHEMISTRY),MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN CHEMISTRY,1706,339,1263513,UNIVERSITY OF NAIROBI,30.238,24.316,29.631,30.081,30.3,24.33,17.459
BACHELOR OF SCIENCE (CHEMISTRY),MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN CHEMISTRY,1707,339,1470513,KAIMOSI FRIENDS UNIVERSITY COLLEGE,,,,,,,17.459
BACHELOR OF SCIENCE (CHEMISTRY),MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN CHEMISTRY,1708,339,1480513,CATHOLIC UNIVERSITY OF EAST AFRICA,27.36,27.912,,24.843,23.378,16.791,17.459
"BACHELOR OF SCIENCE CHEMISTRY ( INORGANIC, PHYSICAL AND ORGANIC OPTIONS)",MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN CHEMISTRY,2171,530,1087B79,KISII UNIVERSITY,29.762,25.109,,23.564,23.826,16.791,16.787
"BACHELOR OF SCIENCE CHEMISTRY ( INORGANIC, PHYSICAL AND ORGANIC OPTIONS)",MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN CHEMISTRY,2172,530,1240B79,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,,,,24.357,16.791,16.787
BACHELOR OF SCIENCE ( ENVIRONMENTAL CHEMISTRY),MAT A,BIO,BIO,BIO,MAT A: C,CHE: C+,KISII UNIVERSITY,BACHELOR OF SCIENCE ( ENVIRONMENTAL CHEMISTRY),1856,391,1087574,KISII UNIVERSITY,29.428,22.707,,23.402,24.174,16.791,17.459
BACHELOR OF SCIENCE (CONSERVATION BIOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,KIBABII UNIVERSITY,BACHELOR OF SCIENCE ( BIO-RESOURCES MANAGEMENT AND CONSERVATION),1924,423,1087611,KISII UNIVERSITY,28.967,,,,27.285,,
BACHELOR OF SCIENCE (CONSERVATION BIOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,KIBABII UNIVERSITY,BACHELOR OF SCIENCE ( BIO-RESOURCES MANAGEMENT AND CONSERVATION),1925,423,1111611,KENYATTA UNIVERSITY,32.061,23.235,37.282,28.913,25.962,16.791,17.459
BACHELOR OF SCIENCE (CONSERVATION BIOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,KIBABII UNIVERSITY,BACHELOR OF SCIENCE ( BIO-RESOURCES MANAGEMENT AND CONSERVATION),1926,423,1117611,PWANI UNIVERSITY,,,,,25.035,,
BACHELOR OF SCIENCE (FORENSIC BIOLOGY),MAT A,BIO,BIO,BIO,MAT A: C,BIO: C+,KISII UNIVERSITY,BACHELOR OF SCIENCE (FORENSIC BIOLOGY),2125,503,1087811,KISII UNIVERSITY,32.582,23.406,,25.897,26.639,16.791,17.459
BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),792,85,1082188,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,26.488,,,28.652,29.11,17.459
BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),793,85,1111188,KENYATTA UNIVERSITY,41.037,33.921,,28.234,29.446,29.269,29.409
BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),794,85,1118188,UNIVERSITY OF KABIANGA,35.465,21.927,,26.653,,,
BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),795,85,1253188,MOI UNIVERSITY,40.147,33.366,31.409,29.928,29.076,29.064,31.822
BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),796,85,1580188,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,,24.863,,27.674,28.568,16.791,17.459
BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),797,85,1600188,ALUPE UNIVERSITY COLLEGE,,30.446,,,,16.791,17.459
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),798,85,1061188,KABARAK UNIVERSITY,,,37.896,26.119,27.012,30.155,17.459
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),799,85,1077188,KENYA METHODIST UNIVERSITY,,,,29.735,37.453,32.903,17.459
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),800,85,1079188,KIRINYAGA UNIVERSITY,,,,,28.803,16.791,17.459
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),801,85,1117188,PWANI UNIVERSITY,35.225,22.268,,26.295,26.155,16.791,17.459
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),802,85,1162188,DAYSTAR UNIVERSITY,28.16,23.561,30.528,27.373,33.049,16.791,17.459
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),803,85,1246188,MURANGA UNIVERSITY OF TECHNOLOGY,,,,30.024,29.722,16.791,17.459
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),804,85,1279188,MOUNT KENYA UNIVERSITY,27.202,23.165,,25.549,31.475,31.113,
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),805,85,1700188,BOMET UNIVERSITY COLLEGE,,,,,,16.791,17.459
BACHELOR OF SCIENCE IN HEALTH EDUCATION AND PROMOTION,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,MOUNT KENYA UNIVERSITY,BACHELOR OF SCIENCE IN HEALTH EDUCATION AND PROMOTION,906,103,1279207,MOUNT KENYA UNIVERSITY,,26.836,,,28.266,16.791,17.459
BACHELOR OF SCIENCE (MEDICAL PSYCHOLOGY),BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (MEDICAL PSYCHOLOGY),1672,324,1253495,MOI UNIVERSITY,39.539,32.655,27.794,30.571,32.408,33.755,31.508
BACHELOR OF SCIENCE (MEDICAL PSYCHOLOGY),BIO,CHE,MAT A,ENG,BIO: C+,MAT A: C+,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (MEDICAL PSYCHOLOGY),1673,324,1600495,ALUPE UNIVERSITY COLLEGE,,22.059,,,,16.791,17.459
BACHELOR OF ARTS (GERMAN),GER,ENG,MAT A,BIO,GER: C+,,PWANI UNIVERSITY,BACHELOR OF ARTS (GERMAN),2155,517,1117B63,PWANI UNIVERSITY,23.0,29.243,,25.18,23.683,22.803,22.563
BACHELOR OF ARTS (GERMAN),GER,ENG,MAT A,BIO,GER: C+,,PWANI UNIVERSITY,BACHELOR OF ARTS (GERMAN),2156,517,1253B63,MOI UNIVERSITY,23.0,33.2,29.18,26.302,24.789,27.865,25.727
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN COMMUNITY HEALTH,1540,266,1087423,KISII UNIVERSITY,35.212,22.444,,31.728,31.21,35.242,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN COMMUNITY HEALTH,1541,266,1093423,UNIVERSITY OF EMBU,,23.089,,29.965,28.006,16.791,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN COMMUNITY HEALTH,1542,266,1192423,GREAT LAKES UNIVERSITY OF KISUMU,23.0,23.949,,26.985,,28.31,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN COMMUNITY HEALTH,1543,266,1249423,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,34.775,27.721,32.188,28.549,28.771,28.31,26.749
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN COMMUNITY HEALTH,1544,266,1279423,MOUNT KENYA UNIVERSITY,,,,26.586,31.313,32.251,26.968
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN COMMUNITY HEALTH,1545,266,1480423,CATHOLIC UNIVERSITY OF EAST AFRICA,,22.648,,30.705,30.243,16.791,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN COMMUNITY HEALTH,1546,266,1570423,TURKANA UNIVERSITY COLLEGE,,,,26.771,28.295,16.791,17.459
BACHELOR OF SCIENCE (COMMUNITY HEALTH AND DEVELOPMENT),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN COMMUNITY HEALTH,1534,266,1053423,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,30.21,21.857,,27.976,25.657,16.791,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN COMMUNITY HEALTH,1535,266,1063423,TECHNICAL UNIVERSITY OF MOMBASA,33.616,21.129,33.377,27.029,32.128,32.01,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN COMMUNITY HEALTH,1536,266,1077423,KENYA METHODIST UNIVERSITY,,25.033,,26.294,31.363,34.112,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN COMMUNITY HEALTH,1537,266,1111423,KENYATTA UNIVERSITY,,,,25.32,30.252,29.825,29.378
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN COMMUNITY HEALTH,1538,266,1246423,MURANGA UNIVERSITY OF TECHNOLOGY,,,,30.398,29.279,16.791,17.459
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN COMMUNITY HEALTH,1539,266,4275423,AMREF INTERNATIONAL UNIVERSITY,,,,,,16.791,17.459
BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT),BIO,CHE,MAT A,ENG,BIO: C+,CHE: C+,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN COMMUNITY HEALTH,1531,266,1079423,KIRINYAGA UNIVERSITY,23.0,20.99,,25.207,,16.791,17.459
